,Movie,Year,Genre,Rating,Url,Synopsis,Downloads
212,Poltergay,2006,ComedyFantasy,5.4 / 10,https://yts.rs/movie/poltergay-2006," When Marc and Emma move into their new house, they have no idea that in the 1970s, their basement was a gay nightclub which had been destroyed by fire and that the house itself is now haunted by the ghosts of five gay and mischievous clubbers. And now their penchant for raising the roof with renditions of Boney M's 'Rasputin' causes havoc in the household! How to put an end to these fiendish frighteners? Is there something Mark himself can do? If so, at what cost? 'Poltergay' will have your sides in stitches and your head rolling on the floor! —Anonymous ",3535
213,Ill Gotten Gains,1997,DramaHistory,5.1 / 10,https://yts.rs/movie/ill-gotten-gains-1997," WEST AFRICA 1869 - Slave trade is illegal. There is a revolt on a slave ship - twenty four men fight for their lives. Out-gunned, the revolt fails but a second uprising is planned. —Man Wei Tam ",4141
214,The Accidental Detective,2015,ComedyCrime,6.7 / 10,https://yts.rs/movie/the-accidental-detective-2015," Dae-man is a crime enthusiast who runs a power blog about the country's biggest cold cases. He aspired to be a homicide detective but after years of failed attempts, he now runs a comic store. He walks on eggshells around his wife for failing to provide for the family. But he cannot help himself making daily trips to the police station. One day, his best friend and detective, Jun-su, is charged with the murder. Dae-man sets out to investigate to prove his friend's innocence. Only the washed up Detective Noh offers to help his colleague in trouble. A cold case specialist blogger's theory coupled with field experience of a seasoned detective and the two launch a joint investigation into their friend's alleged murder. —CJ Entertainment ",4141
215,Legend of Lv Bu,2020,ActionFantasy,3.4 / 10,https://yts.rs/movie/legend-of-lv-bu-2020," Years after escaping, Lv Bu has no memory of his hellish early life as a test subject for a ruthless imperial sorceress. Now, he is feared across the land as the conquering general under warlord Dong Zhuo, for whom he has blazed a trail of victories on the battlefield. But when a woman arrives at the palace claiming to be his long-lost love, the facade begins to fade, and he begins to realize that his closest allies may yet be his most dangerous foes. ",5757
216,La cambiale,1959,Comedy,6.7 / 10,https://yts.rs/movie/la-cambiale-1959, The well-known financier Pierluigi Bruscatelli is arrested after having paid two fraudsters with a bill of 100 000 lire. ,2424
217,Housewife,1934,DramaRomance,6.5 / 10,https://yts.rs/movie/housewife-1934," Nan Reynolds encourages her copywriter husband Bill to open his own agency. Nearly out of business, he finally gets a client. Former girlfriend Patricia Berkeley writes a very successful commercial for the client and neats up their old romance. Wife and girlfriend struggle over Bill. —Ed Stephan ",3434
218,No Bad Days,2008,ActionAdventure,3.3 / 10,https://yts.rs/movie/no-bad-days-2008," Set in the exotic terrain of the Yucatan Peninsula, NO BAD DAYS is an action/adventure film that manifests all the qualities that make for an entertaining and captivating film. The fast-pace style makes for a surprise at every turn, while the charisma and chemistry of the main characters create a romantic subplot. The story begins when evil tomb-raiders rob precious Mayan artifacts and soon face their most difficult opponent an unpredictable, rugged, ex-military operative who discovers his true self after ending 5 years in hiding. Our hero finds himself being chased through jungles, spying in underground waterways, and falling in love with an attractive, yet stubborn American woman searching for her missing mother, an archeologist who was in the wrong place at the wrong time. This gripping, action-packed, humorous tale peaks in one of the most unique and alluring tropical locations in the world, leading the two heroes on a crusade against evil forces even greater than they anticipated. —Instinct Productions ",4747
219,I motorizzati,1962,Comedy,5.9 / 10,https://yts.rs/movie/i-motorizzati-1962," A guy is about to become the millionth citizen to buy a car in Rome. Frightened, he decides to remain pedestrian, and recalls several stories, with new car owners as protagonists. ",2222
220,Love My Life,2006,Drama,6 / 10,https://yts.rs/movie/love-my-life-2006," Ichiko and Eri are two beautiful Japanese Uni students who are in a lesbian relationship. Ichiko comes out to her father who tells her he is also gay and her mother was a lesbian. Her best friend is gay too, though he has a female who is after him. Their liaison is very intense, but Eri suggests a temporary separation so she can concentrate on her law studies. The break from their affair is difficult for Ichiko to deal with. But Eri soon sorts out her priorities. —[email protected] ",6464
221,YMCA Baseball Team,2002,Drama,6.4 / 10,https://yts.rs/movie/ymca-baseball-team-2002, About the history of baseball in Korea in the age of japanese forced occupation. ,3030
222,"If I Can't Have Love, I Want Power",2021,DramaFantasy,7.3 / 10,https://yts.rs/movie/if-i-cant-have-love-i-want-power-2021," If I Can't Have Love, I Want Power, an hour-long film experience set to the music of Halsey's upcoming album, introduces a young pregnant Queen, Lila, as she wrestles with the manipulative chokehold of love to ultimately discover that the ability to create life (and end it) unlocks the paranormal power within her. —AMC Theatres ",20705
223,Divinely Evil,2020,Drama,6.3 / 10,https://yts.rs/movie/divinely-evil-2020," In a salmon-colored living room, a seventy-year-old sadomasochistic literature writer narrates her turbulent sexually explicit life story, once as a pseudonym and once as herself. ",3535
224,The Lodger,2009,CrimeMystery,5.7 / 10,https://yts.rs/movie/the-lodger-2009," The tale of a serial killer in West Hollywood has two converging plot lines. The first involves an uneasy relationship between a psychologically unstable landlady and her enigmatic lodger; the second is about a troubled detective engaged in a cat-and-mouse game with the elusive killer, who is imitating the crimes of Jack the Ripper. —Anonymous ",6060
225,The Jade Pendant,2017,DramaHistory,5.7 / 10,https://yts.rs/movie/the-jade-pendant-2017," A tragic love story set against the lynching of 18 Chinese immigrants in Los Angeles, in 1871. Filmed in Utah. ",3939
226,15 Minutes of Shame,2021,Documentary,6.9 / 10,https://yts.rs/movie/15-minutes-of-shame-2021, A look at public shaming in modern day culture. ,5050
227,Blue Bayou,2021,Drama,7.1 / 10,https://yts.rs/movie/blue-bayou-2021," As a Korean-American man raised in the Louisiana bayou works hard to make a life for his family, he must confront the ghosts of his past as he discovers that he could be deported from the only country he has ever called home. ",17675
228,You Only Live Once,2021,ActionDrama,3.4 / 10,https://yts.rs/movie/you-only-live-once-2021, Investment Banker Lance Wilson has gotten himself caught up in a major money scheme. After losing a million dollars he is now a wanted man on the run. Looking for Lance is a gangster name Blacky Knuckles. Now he must survive a perilous night in Philly or suffer the consequences. —Jimmy Dasaint ,8585
229,The Shadow Whip,1971,ActionDrama,6.5 / 10,https://yts.rs/movie/the-shadow-whip-1971," This top ten hit reunites Come Drink With Me's stars for a new adventure. Whether single-handedly fighting sixteen bandits, avenging her father's death, or solving multiple murders, our heroine shows why she's Hong Kong's number one sword - and whip - woman! ",1818
230,Dogface: A TrapHouse Horror,2021,Horror,5.4 / 10,https://yts.rs/movie/dogface-a-traphouse-horror-2021," After moving into a haunted trap house, a troubled young hustler from the streets begins to discover his true purpose. ",7373
231,Influence,2020,DramaMystery,6.8 / 10,https://yts.rs/movie/influence-2020," NY Times Best Selling Author Carl Weber introduces us to the Hudsons, a family of African-American lawyers lead by famed attorney Bradley Hudson. They are handed the task to defend Grammy Award Winning singer Savannah who has been charged with the murder of her husband Kyle Kirby. ",11009
232,Scorchy,1976,ActionCrime,4.7 / 10,https://yts.rs/movie/scorchy-1976, Seattle undercover narc Jackie Parker (Stevens) is out to bust the drug smuggling ring commanded by Philip Bianco (Danova). ,6060
233,Singing Guns,1950,Western,6.2 / 10,https://yts.rs/movie/singing-guns-1950," Rhiannon, an outlaw who regularly robs gold from the stagecoach, shoots the new sheriff and then carries him to the doctor. The doctor cleans up Rhiannon and presents him to the sheriff as the man who saved his life. Rhiannon is deputized by the judge at the recommendation of the doctor and becomes torn between his new life and the prospect of robbing the next gold shipment. —Al Fore ",4040
234,Vice Academy Part 3,1991,ComedyCrime,3.8 / 10,https://yts.rs/movie/vice-academy-part-3-1991," Two sisters in the Vice Academy try to thwart the crime wave wrought by escaped convict Malathion, who got her name after being exposed to toxic chemicals. An honest new recruit does such a good job at arresting Malathion's gang that the sisters are taken off active duty. To get their jobs back, they try to tarnish the new girl's reputation. —Dave Smith ",8585
235,Fun for Three,1974,Drama,5.6 / 10,https://yts.rs/movie/fun-for-three-1974," After one year of separation and extensive psychiatric treatment for cold-bloodily castrating one of her unaware lovers, the noble Countess Martine Bressac as she is driven home by the loyal chauffeur Mathias, finally, reunites with her husband Charles. Without delay and in great anticipation, the Countess restlessly returns to her mansion's basement where she and her depraved husband used to quench their insatiable and perverted sexual appetite for young flesh, only to realise that her collection isn't complete. Encircled by a gallery of frozen in time human trophies, the Countess, once more, will go out hunting for young prostitutes to satisfy her fantasies, but it won't be long before Charles proposes to continue their voyeuristic activities with a rather unexpected present: Cécile, their 21-year-old virgin neighbour. Quivering with desire and almost insane to seduce her virgin victim, the Countess will try everything, however, will she manage to add helpless Cécile in her prized collection? —Nick Riganas ",4747
236,Murdochin murhamysteerit A Merry Murdoch Christmas,2015,CrimeDrama,8 / 10,https://yts.rs/movie/murdochin-murhamysteerit-a-merry-murdoch-christmas-2015," At a Christmas party, the police find the body of Alistair McGowan, a rich businessman renowned for his generosity for giving at Christmas-time. The investigation quickly reveals that McGowan wasn't quite the philanthropist he made himself out to be - the Christmas gifts for the children, now missing, were usually paid for by reducing his employees' wages, something his work force resented. Mrs. McGowan points the finger at her husband's business rival Cyrus Lynch, who is now missing. The police find some of the missing presents and an old gentleman with a long white beard who says he's Kris Kringle. With rumors that a mythical creature, The Krampus, is lurking in the woods, the solution to the murder is found much closer to home. —gaykmcd ",3838
237,The Stewardesses,1969,ComedyDrama,3.8 / 10,https://yts.rs/movie/the-stewardesses-1969," A single eventful night in the lives of a crew of Los Angeles-based, trans-Pacific stewardesses, as they experiment with drugs and engage in various sexual encounters. ",6868
238,Americano,2016,ActionAdventure,4.4 / 10,https://yts.rs/movie/americano-2016," Cuco is a Mexican boy parrot that would rather imitate the crazy stunts of his TV super-parrot hero, El Americano, than help with his chores at the family bird circus. Yet when a gang of bully birds threatens his ringmaster father and takes over the circus, Cuco sets off on a hilarious and perilous journey to Hollywood to enlist his hero in his fight, only to discover the true hero within himself. —Production team ",7676
239,New Battles Without Honor and Humanity,1974,ActionComedy,6.9 / 10,https://yts.rs/movie/new-battles-without-honor-and-humanity-1974," Bunta Sugawara is Miyoshi, a low-level assassin of the Yamamori gang who is sent to jail after a bungled hit. While in stir, family member Aoki attempts to seize power from the boss, and Miyoshi finds himself stuck between the two factions with no honorable way out. —Anonymous ",3030
240,Strike One,2014,ActionCrime,4.4 / 10,https://yts.rs/movie/strike-one-2014," Juan Garcia is a boy on the threshold of manhood living in a gang-controlled neighborhood. His role models could not be further apart: his older sister Angie, a single mom, struggling to gain a foothold in the white corporate world and his uncle Manny, an ex-gang member, who has fallen into an acting career playing gang bangers since his release from prison. With the future on his doorstep, Juan, like most boys, can only think of girls and is unaware of the judicial system's hard line stance against gang affiliation. —Strike One Films ",2828
241,Alleged,2010,DramaHistory,4.4 / 10,https://yts.rs/movie/alleged-2010," Alleged is a romantic drama based on events occurring behind the scenes and outside the courtroom of the famous Scopes ""Monkey Trial"" of 1925. Charles Anderson, a talented young reporter, feels trapped working for his deceased father's weekly newspaper and living in a tiny town (Dayton, TN) in steep decline. Seeing the ""Monkey Trial"" as a once-in-a-lifetime opportunity to break into the journalistic big leagues, Charles manages to insert himself into the middle of the ""Trial of the Century."" Once in the midst of this staged event, however, he is torn between his love for the more principled Rose, his fiancée, and the escalating moral compromises that he is asked to make as the eager protégé of H.L. Mencken, America's most colorful and influential columnist. —Dean River Productions ",2525
242,Thomas & Friends: Misty Island Rescue,2010,AdventureAnimation,4.9 / 10,https://yts.rs/movie/thomas-friends-misty-island-rescue-2010," Thomas mocks Diesel for not being a steam engine, and for being different than the other locomotives. Diesel tries to prove himself in a race against Thomas, but suffers a bridge accident and looses his cargo. Thomas rescues Diesel, and is rewarded with a visit to the rescue center on the mainland. Thomas is placed on a raft and pulled by boat. The chain connecting the raft to the boat breaks during the trip, and a lost Thomas is eventually stranded on Misty Island. His only companions are the ""Logging Locos"", a trio of locomotives who received unfavorable transfer there for poor behavior. After exploring the island for a while, Thomas learns that there is a tunnel connecting Misty Island and Sodor. Thomas and the Logging Locos attempt to cross the tunnel, but are trapped in a cave-in. Thomas uses his engine smoke to signal for help, and the group are rescued by Percy and Whiff. Once he returns to safety, Thomas learns that Sir Topham Hatt was looking for him and has led a rescue party to Misty Island. Thomas returns to Misty Island and connects with the rescue party. The Logging Loco receive repairs and are welcomed to Sodor. Sodor celebrates the construction of its own ""Search and Rescue Center"", while the villainous Diesel 10 watches from a distance and monologues threats. —Dimos I ",2424
243,Montauk Chronicles,2015,Documentary,4.2 / 10,https://yts.rs/movie/montauk-chronicles-2015," A study of the dark legends that surround the Camp Hero Air Force Base in Montauk, Long Island. ",2121
244,Special Delivery,1976,ComedyCrime,6.1 / 10,https://yts.rs/movie/special-delivery-1976," A gang of thieves plan a daring bank robbery, making their escape across the rooftops of Los Angeles. The police are quickly called in, however, and only one of the robbers, Murdock, makes a clean getaway. Unfortunately, in order to do so, he is forced to dump the stolen cash into a mailbox, which he then finds is locked until midnight, forcing him to wait until the mailman makes his late night pickup. As he waits, he discovers that his hiding place has been observed by several other people, all of whom want a share of the loot. —Jean-Marc Rocher ",4747
245,Assassination Classroom: 365 Days,2016,ActionAnimation,5.6 / 10,https://yts.rs/movie/assassination-classroom-365-days-2016, Assassination classroom : 365 days time period is about Nagisa and Karma coming back to their classroom 7 years later. ,4949
246,Lonesome Dove Church,2014,HistoryWestern,5.4 / 10,https://yts.rs/movie/lonesome-dove-church-2014, The true story of the formation of the Lonesome Dove Church in Texas. ,2727
247,Cover-Up,1991,ActionThriller,4.4 / 10,https://yts.rs/movie/cover-up-1991," Mike Anderson (Dolph Lundgren), a tough American reporter on a dangerous foreign assignment, finds his own life in jeopardy when he uncovers a deadly labyrinth of political intrigue that threatens the lives of thousands in the action thriller ""Cover Up"". Despatched to investigate a mysterious and fatal attack on an overseas US naval base, Anderson, a leading investigative journalist and ex-US marine, finds himself back on familiar ground. Instinct makes him question the official CIA explanation that cites an unknown terrorist group called Black October. Alone, and armed only with his combat training and determination to uncover the truth, he sets out to expose a complex and dangerous political web. Anderson quickly discovers he can trust no-one. Renewing a fiery affair with his ex-Iover Susan Clifford, now the US Embassy press attachee, he soon finds himself confronting an old adversary, CIA boss Lou Jackson. And when his former marine colleague Colonel John Cooper is murdered moments after a secret rendezvous with him, Mike realises he holds the pieces to a deadly plot. In a race against time, Anderson battles to save the lives of thousands of innocent people, in a desperate attempt to prevent a deadly plan to create an international disaster of catastrophic proportions. —anonymous ",6060
248,Consumed,2015,DramaThriller,5.6 / 10,https://yts.rs/movie/consumed-2015," Political thriller set in the world of GMO's (Genetically Modified Organisms). It follows a single mother who goes on a journey to uncover the cause of her son's mysterious illness. Interwoven are the stories of a CEO grappling with his son's autism, an organic farmer in danger of losing his farm, and two scientists on the brink of a major discovery. —Daryl Wein ",5454
249,Ascendant,2021,FantasyMystery,3.3 / 10,https://yts.rs/movie/ascendant-2021," A young environmentalist wakes, trapped, kidnapped in the elevator of a super high-rise building at the mercy of her tormentors ",10302
250,200 Meters,2020,AdventureDrama,7.4 / 10,https://yts.rs/movie/200-meters-2020, A Palestinian father trapped on the other side of the separation wall is trying to reach the hospital for his son. ,5151
251,Fauci,2021,BiographyDocumentary,5.8 / 10,https://yts.rs/movie/fauci-2021," A portrait of Dr. Anthony Fauci, the public servant, scientist, physician, husband and father whose career spans seven presidents and is bookended by two pandemics: HIV/AIDS, which shaped him, and of course, Covid-19; the latter bringing him countless TV appearances in American homes on an almost daily basis over the course of nearly two years. ",8787
252,Prison of Secrets,1997,CrimeDrama,5.9 / 10,https://yts.rs/movie/prison-of-secrets-1997," Lynn Schaffer is willfully irresponsible once too often, gets fired and refuses a plea-bargain with her employer. She's now convicted and because of this uncooperative attitude gets the maximum sentence, 10 years in a women's jail wing. Model husband Larry, who wasn't informed of her dumb schemes is left running her appeal, the household and spoiled daughter who now feels abandoned. Since most inmates are junkies or prostitutes, sergeant Ed Crang and fellow corrupt jailers can run a 'favors in kind exchange'. For rebels, it gets worse. Larry however has his own radio show, so it all hangs on gathering proof. —KGF Vissers ",2525
253,V/H/S/94,2021,HorrorMystery,5.5 / 10,https://yts.rs/movie/vhs94-2021, A police S.W.A.T. team investigates about a mysterious VHS tape and discovers a sinister cult that has pre-recorded material which uncovers a nightmarish conspiracy. ,32623
254,Los Últimos Frikis,2019,Documentary,8.4 / 10,https://yts.rs/movie/los-ultimos-frikis-2019," Despite restrictions beginning under the regime of Fidel Castro, heavy metal band Zeus became icons of the Cuban music scene. Over the decades, the band and their front man, Diony Arce, have challenged the status quo under threat of government suppression. As the bandmates approach their 30th anniversary together in a shifting political and social climate, they embark on a national tour while contemplating the cultural influence of metal as a genre and music as their life's purpose. —DOC NYC ",5252
255,A Touch of Love,1969,Drama,6.3 / 10,https://yts.rs/movie/a-touch-of-love-1969," Rosamund (Sandy Dennis), a young ""bookish"" girl in London society, spends her days studying for a doctorate in the British Museum and her nights avoiding the sexual attention of the men in her life. But one day, all of that changes. Through a friend, she is introduced to rising television newsreader and announcer George (Sir Ian McKellen), and after a further chance meeting, and a tumble on the sofa, she finds herself pregnant from her first sexual encounter. After a failed attempt at self-induced abortion, she resolves to have the child, leaving her on a solitary, and at times, discouraging path through pregnancy and into single motherhood, aided only by her close friend Lydia (Eleanor Bron). ",6060
256,Change of Life,1966,Drama,7.3 / 10,https://yts.rs/movie/change-of-life-1966," After a stint in the army fighting in Angola, a soldier comes home to find his sweetheart has married his brother. He makes advances towards his sister-in-law, but she turns him down. Discouraged, the man meets a new girlfriend who vows to escape the town's crushing poverty even if she has to steal. The two begin a relationship but the film does not indicate what their future may hold. ",3838
257,The Green Years,1963,Drama,7.6 / 10,https://yts.rs/movie/the-green-years-1963," 19-year-old Julio has just left the provinces to settle down in the outskirts of Lisbon. He lives in a poor area with his uncle Afonso and starts working as an apprentice shoemaker. At the shop he gets to know Ilda, a young housemaid and regular customer. Ilda is pretty, joyful, and modern, and Julio falls for her. The two young people, although very different from each other, embark on an idyll. —Guy Bellinger ",4141
258,There's Someone Inside Your House,2021,HorrorMystery,4.8 / 10,https://yts.rs/movie/theres-someone-inside-your-house-2021," Makani Young has moved from Hawaii to quiet, small-town Nebraska to live with her grandmother and finish high school, but as the countdown to graduation begins, her classmates are stalked by a killer intent on exposing their darkest secrets to the entire town, terrorizing victims while wearing a life-like mask of their own face. With a mysterious past of her own, Makani and her friends must discover the killer's identity before they become victims themselves. —Netflix ",29492
259,From Bedrooms to Billions: The Amiga Years!,2016,Documentary,7.7 / 10,https://yts.rs/movie/from-bedrooms-to-billions-the-amiga-years-2016, How the Commodore Amiga helped influence a generation of Developers to take Video Gaming to a whole new level. ,9191
260,Hot Wax Zombies on Wheels,1999,ComedyHorror,4.5 / 10,https://yts.rs/movie/hot-wax-zombies-on-wheels-1999, A sleepy fishing village is terrorized by a band of hairless zombies on motorcycles. ,10302
261,"Crimson, the Color of Blood",1973,Horror,4.3 / 10,https://yts.rs/movie/crimson-the-color-of-blood-1973," A mad doctor performs a head transplant on an injured criminal, which results in him being even more dangerous and murderous than before. ",2828
262,Suicide Note,2016,Thriller,4.6 / 10,https://yts.rs/movie/suicide-note-2016," When ambitious young, 21-year old psych student Molly White wakes up to discover her roommate Emma has committed suicide, she discovers only a suicide note detailing the devastating last moments of Emma's life. But when Molly begins to see haunting visions of Emma's death, Molly starts to suspect there is much more to Emma's suicide than meets the eye. —Jake Helgren ",5656
263,Jedda the Uncivilized,1955,AdventureDrama,6.2 / 10,https://yts.rs/movie/jedda-the-uncivilized-1955," Set against the harsh natural surrounds of outback Northern Territory, Jedda captures a rare and honest glimpse into the heart and history of indigenous Australia. Young Jedda is caught between two cultures forbidden from learning about her indigenous heritage and never fully accepted by the other. —Predator Fxxxed Alien ",5959
264,Holiday in Spain,1960,AdventureCrime,5.6 / 10,https://yts.rs/movie/holiday-in-spain-1960, Vacationing Englishman Oliver Larker stumbles upon a plot to kill a young American tourist in Spain. ,4444
265,The Cure: Trilogy,2003,Music,8.7 / 10,https://yts.rs/movie/the-cure-trilogy-2003," The Cure play their albums ""Pornography,"" ""Disintegration,"" and ""Bloodflowers"" live during two shows at the Tempodrome in Berlin. ",10100
266,The Great & the Small,2016,Drama,5.5 / 10,https://yts.rs/movie/the-great-the-small-2016," Twenty-six year old Scott is living on the streets and trying to find his way back into society while on probation for petty crimes. He attempts to navigate his relationship with his two bit criminal of a boss and an enigmatic detective, while at the same time winning back the heart of his ex-girlfriend, a working single mom. ",2222
267,Mob Rules,2010,ActionCrime,4.2 / 10,https://yts.rs/movie/mob-rules-2010," Time is running out for two elite criminals as they seek out revenge to get the money they are owed after a heist gone wrong, years ago. They've traveled across the country, tracked down their ex-partner and planned every detail of their attack. When they finally come face to face these two criminals will refuse to back down until they get what belongs to them. —Elizabeth Obermeier, Marketing Manager ",4141
268,Jivaro,1954,AdventureRomance,6.1 / 10,https://yts.rs/movie/jivaro-1954," At Rio Galdez's remote Brazilian trading post live assorted outcast Americans and Europeans, including Jerry Russell, ex-engineer who became obsessed with the Jivaro headhunters' treasure, quit his job, and took up with the bottle and local girl Maroa. But he still gets letters from his nominal fiancée in California, and unexpectedly the shapely, glamorous Alice Parker arrives, expecting to marry a rich planter. Disillusioned, Alice is almost ready to fall into Rio's arms when news comes that Jerry is missing in Jivaro country... —Rod Crawford ",3636
269,Moonwalk One,1972,Documentary,7.3 / 10,https://yts.rs/movie/moonwalk-one-1972, This documentary by Theo Kamecke from 1970 gives an indepth and profound look at the Apollo 11 mission to the moon. NASA footage is interspersed with reactions to the mission around the world as the film captures the intensity as well of the philosophical significance of the event. Won special award at Cannes. —Adam Bernstein ,3232
270,Psycho-Pass: Sinners of the System Case.2 First Guardian,2019,ActionAnimation,7.1 / 10,https://yts.rs/movie/psycho-pass-sinners-of-the-system-case-2-first-guardian-2019," 2112; the summer before Akane Tsunemori was assigned to Criminal Investigation Department. Teppei Sugo, an accomplished pilot of the Defense Army, joins the military operation in Okinawa. Three months later, an unmanned combat drone opens fire on the Ministry of Defense in Tokyo. Enforcer Tomomi Masaoka is dispatched to Sugo's military base to investigate the truth behind this case. ",7070
271,Nova Seed,2016,AdventureAnimation,6.7 / 10,https://yts.rs/movie/nova-seed-2016, Beneath the decay of a dying world lives the Mad Doctor Mindskull. Using the planet's power of creation he has created the ultimate Weapon. Can mankind find a way to stop this Evil before time runs out? The only answer lies within the Nova Seed. ,5050
272,Fort Yuma Gold,1966,WarWestern,6.1 / 10,https://yts.rs/movie/fort-yuma-gold-1966," Captured Confederate raider Gary Diamond is asked by a Yankee colonel to assist in preventing further unnecessary bloodshed between the two sides.In receiving news that a Confederate regiment is planning to attack Yankee Fort Yuma to steal its gold reserves the Yankee colonel asks Diamond for help.As a Confederate,Diamond wants to save Confederate lives.He agrees to warn the Confederate regiment that an attack on Fort Yuma would be futile since the fort is heavily defended with artillery.The Confederates believe that Fort Yuma is lightly defended.Gary Diamond escorted by Yankee Captain Lefevre and Sergeant Pitt head toward Fort Yuma to prevent a massacre but Fort Yuma's gold is on everyone's mind,friend and foe alike. —nufs68 ",1717
273,Respectable: The Mary Millington Story,2016,BiographyDocumentary,6.9 / 10,https://yts.rs/movie/respectable-the-mary-millington-story-2016, Documentary chronicling the extraordinary life and tragic death of Mary Millington - Britain's most famous pornographic actress of the 1970s. ,8888
274,San Andreas Mega Quake,2019,ActionAdventure,2.3 / 10,https://yts.rs/movie/san-andreas-mega-quake-2019," Scientists make a horrible discovery: The ""Big One"" is coming in two days, with it, California will sink to the ocean. Their only hope is to rupture a volcano that will displace the earthquake's energy and build a new crust on the surface. But as fore-shocks turn California into chaos, it's a race against time the scientists might not win. ",6363
275,No Telling,1991,Horror,5.6 / 10,https://yts.rs/movie/no-telling-1991," In the name of medical research, a man experiments on animals. His relationship with his wife becomes stressed when she becomes inquisitive about his work. ",2323
276,The True Story of Killing Pablo,2002,CrimeDocumentary,7.4 / 10,https://yts.rs/movie/the-true-story-of-killing-pablo-2002, The career and death of notorious Colombian drug kingpin Pablo Escobar. ,5454
277,Todd and the Book of Pure Evil: The End of the End,2017,AnimationComedy,7 / 10,https://yts.rs/movie/todd-and-the-book-of-pure-evil-the-end-of-the-end-2017, The animated conclusion to the live action Todd and The Book Of Pure Evil Show. Todd tries to mend his friendship with Curtis after killing his girlfriend. The book has returned along with Hannah and there is talk of a new Pure Evil one. ,3737
278,Trophy Heads,2014,Horror,4.9 / 10,https://yts.rs/movie/trophy-heads-2014," It's the present day, and our heroines, real life Scream Queens who starred in those infamous movies back in the 80's and 90's, have gone on with their lives since those days, some still acting or in new businesses of their own. What none of them suspect is that somewhere, down in the basement of an old house, an obsessed fan, Max, sits in the dark, watching clips from those movies over and over, his obsession growing into a diabolical plan. One by one, with his mother's help, he begins to ""collect"" them, transporting them to a makeshift prison he's set up in his basement. The Scream Queens have no idea what's going on, until they find themselves forced to reenact movie scenes from their horror heyday, a nightmarish process since Max remembers every line and gesture and they haven't watched them in years. And they definitely don't remember the new and terrible outcome of the scenes... —Roger Barron ",2727
279,Who's Got the Action?,1962,Comedy,5.8 / 10,https://yts.rs/movie/whos-got-the-action-1962," A hunch horse-player's marriage is threatened by his betting ways; in desperation, his wife becomes his bookie. ",3131
280,Purgatory Road,2017,CrimeHorror,4.5 / 10,https://yts.rs/movie/purgatory-road-2017," On the highways of Mississippi, a psychotic priest and his brother are on a crusade to absolve sinners with their own brand of murder. ",1818
281,Garibaldi,1961,DramaHistory,6.2 / 10,https://yts.rs/movie/garibaldi-1961, How Italy's historic national hero Giuseppe Garibaldi led a military campaign known as Expedition of the Thousand in 1860 and conquered Sicily and Naples. ,1818
282,The Journey: Absolution,1997,Sci-Fi,2.5 / 10,https://yts.rs/movie/the-journey-absolution-1997," Most of Earth has been destroyed by an asteroid. A small military colony, New America, has managed to survive in the Arctic. When a soldier goes missing at the colony, authorities send Ryan Murphy to investigate. ",4343
283,Nothing Personal,1980,Comedy,4.6 / 10,https://yts.rs/movie/nothing-personal-1980," Suzanne Somers, an environmentally concerned lawyer, was hired by Donald Sutherland to halt the construction on a breeding ground of endangered species of seals. In HD. ",3131
284,First Man,2017,Documentary,6.8 / 10,https://yts.rs/movie/first-man-2017," Which of the great primates of 25 million years ago is our common ancestor? Is it pierolapithecus? In this CuriosityStream original film, follow the journey of primates, developing into homo erectus and then to homo sapiens, through millions of years of evolution and thousands of miles of migrations. —CuriosityStream ",3636
285,The Pharm,2021,ActionDrama,3.7 / 10,https://yts.rs/movie/the-pharm-2021," Sam, an Afghanistan Veteran turned Pot Farmer, modifies a strain of cannabis to not only grow at a rapid rate, but also drastically reduce cancer cells. When the villainous Mr. Black is tipped off about this, he orders a Sniper attack on Sam and his entire team, so that he and his band of henchmen can steal Sam's formula, and sell it to Big Pharma for a large pay day. However, Black's Sniper plots to keep Sam alive in order to feed his own agenda. —Ryan Altman ",7878
286,Sherlock Holmes,1916,Mystery,6.3 / 10,https://yts.rs/movie/sherlock-holmes-1916," Sherlock Holmes, while out for a stroll with Dr. Watson, meets a beautiful woman. They are mutually attracted, but pass without recognition. Later Holmes is engaged by a noble family to recover papers involving the family in a scandal, and which are in the hands of a woman, whose sister was ruined by one of the members of the noble family. She is holding them in order to get revenge. Holmes discovers that the woman who holds these papers is the one that he had passed in the street, and to whom he was so singularly attracted. He tricks her out of the papers, but returns them to her, telling her that he believes that she will eventually give them to him of her own accord. He points out to her how much better it is to let the matter rest than to connect her own name with scandal in order to get revenge, not only on the man who caused her sister's unhappiness, but on the innocent members of his family. Holmes then goes to Watson's house, where he sends a note for the woman who holds the papers to meet him there. His cab driver, who is waiting outside, is the leader of the band of crooks. Holmes has penetrated his disguise, although the crook does not know this. Holmes brings him into the house under a pretext, and there slips handcuffs on him. He has also sent for the nobleman to come to Watson's house. He has Dr. Watson place the woman in a rear room so that she can overhear his conversation. He then turns over a package of blank papers to the nobleman, pretending he thinks they are the right ones. The nobleman berates him for having been duped. Sherlock admits it, and cries that he is ruined. The woman then rushes into the room and through her love for Sherlock gives up the real papers. The nobleman leaves satisfied and as Watson shows him to the door, Holmes slips his arms about the woman, and tells her of his love. —Moving Picture World synopsis ",3232
